BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
-0.286822,-0.508804,0.159828,-0.213019,-0.087475,0.047649,1.025684,-0.517571,-0.748867,-0.958962,-0.172439,-0.884504,-0.873717,0.51167,-0.372699,-0.50357,1.438043,-0.701769,1.490038,-0.522686
-0.014801,0.301226,0.629426,1.143752,0.513607,0.755935,-0.7578,-0.226031,0.482565,-0.305575,-0.125317,-1.11878,0.861055,0.675051,-0.294357,-1.031593,0.733191,-0.867362,0.276464,-0.7003
0.30271,-0.099318,-1.287134,-1.474859,-1.007873,-0.244179,-0.3347,0.618435,-0.476405,0.329538,-0.954545,0.206507,-0.211087,-0.191612,0.021383,-0.782043,0.000939,-0.227192,-0.632961,-0.549993
0.544378,-1.024629,1.074957,-1.072923,0.698224,-0.194026,-0.319085,0.890828,1.600153,0.560083,0.798534,0.461936,0.79046,-0.033226,0.707636,0.42854,-0.952848,0.605372,0.821597,-0.823232
-0.139723,-0.199827,-0.244743,-0.569758,-0.330183,0.782781,-0.157472,-0.186647,0.229948,0.28293,0.421365,-1.001877,-0.212634,0.595269,-0.359223,-0.594998,-0.249655,-0.853392,0.573969,0.097147
-0.73875,-0.157437,0.524183,0.794511,0.60754,-0.776875,0.508912,0.500157,0.083066,-0.078067,-1.046871,-0.079742,-0.733304,0.408827,-0.529268,-0.314908,0.002575,-0.979667,-0.065865,0.605311
-0.527825,0.221281,-0.985503,0.827293,0.507655,-0.580913,0.084189,1.0338,1.019026,-0.283207,0.843476,-0.669452,-0.724928,0.286151,-0.330963,0.746255,0.348729,-0.271797,0.420526,-0.134079
-0.279433,0.575026,0.400626,-0.255881,0.246333,0.708845,-0.167785,-0.416873,0.389947,0.516829,-0.290057,-0.166921,0.521623,0.096744,0.589417,0.217075,-1.290796,0.761247,0.030654,0.433002
-0.861456,-0.459962,-0.308371,-0.346893,0.161445,-0.12371,-0.93058,-0.458401,0.41985,-0.086867,-0.746456,-0.594413,-0.649634,0.35566,1.247426,-0.511775,0.016283,0.748266,0.872316,-0.132774
-0.371325,0.257771,0.32071,-0.195889,0.294258,0.668154,0.222168,-0.952792,0.187622,-0.775876,0.724087,1.045244,0.625713,-0.13815,1.328542,0.625494,0.412997,1.099855,-0.461628,-1.129632
-1.417501,-0.40826,-1.171747,0.221493,-0.899901,0.572858,0.27245,0.499288,0.737142,-0.028397,-0.899289,-0.317242,0.705266,1.191812,0.075636,-0.677343,-1.050859,-0.752769,-0.705924,-0.47498
1.420068,-0.013422,0.724044,0.2933,-0.801221,-1.011774,-0.460623,-1.008287,-0.640089,-1.057953,-0.820855,0.056223,0.262356,-0.498573,0.141405,0.018595,-0.681958,-0.719562,-0.740325,-0.269171
-0.57952,-0.42058,-0.566461,-0.438654,-0.324079,1.039971,0.357961,0.681358,-0.531945,0.005688,-0.000842,-0.255128,1.2317,-0.817983,-0.367094,-0.523525,0.330863,0.228275,0.66501,0.088059
-0.635087,0.774561,0.778544,-0.227367,0.00268,-0.450023,-1.074717,0.108185,0.631318,0.294414,-0.821282,-0.690549,0.269761,0.473295,-0.833992,0.796464,0.652448,-0.342926,-0.950732,-0.301495
0.558826,-0.046358,-0.038845,-0.233214,-0.012384,-0.135778,-0.57078,0.573068,-1.069755,1.141606,-0.636171,0.385776,0.572774,0.912554,0.814401,0.555325,-0.306141,0.83119,-1.076759,1.071657
0.08633,0.349528,0.245751,0.508225,0.055767,-0.509913,0.956922,0.647031,-0.146934,1.082332,0.854422,0.058872,1.05192,0.099542,0.819736,0.871375,0.117447,0.125674,0.438487,0.537456
-0.347577,-0.490067,0.666507,-0.229982,0.284384,0.69826,0.555855,-0.13764,0.179569,-0.777751,-0.245867,-0.568258,0.481783,-0.511073,-0.306689,-0.489363,0.658726,0.01835,-0.374554,-0.409632
1.199963,-0.470093,-0.586815,-1.157282,0.298409,0.138192,-0.50729,1.284748,-0.859859,-0.001089,1.068951,1.013067,0.056466,-1.086448,-0.565015,-0.122146,-1.12882,-0.30883,-0.717033,-0.836283
-0.074714,0.573876,1.438383,0.756074,0.527726,-0.595969,1.671841,-0.6413,1.559297,-0.767605,1.069651,-1.075851,-1.063234,-0.262986,-0.483636,0.694496,1.213613,-0.857902,0.983779,-0.894022
0.816106,0.682908,0.884538,-0.4168,1.35915,1.031904,-0.060708,-0.563653,0.597886,0.420514,0.987322,0.143828,-0.133538,-0.236451,-0.273149,0.045542,0.944641,-0.317966,0.143443,-0.608916
0.177148,-0.076825,-0.17965,-0.607216,-0.380527,-0.422454,-0.031241,0.650161,-0.31226,0.067033,0.487091,-0.218403,-0.792494,1.60778,-0.111262,0.84135,0.591885,0.459461,0.578299,0.51793
0.45724,0.350847,0.358403,0.735502,0.395783,0.483153,-0.087481,0.567898,-0.059695,-0.162861,-0.486115,-0.289585,-0.11574,1.112598,0.255194,0.267051,0.998899,1.147076,1.555073,-0.106725
1.374836,0.685242,-0.615253,-1.095534,0.082513,0.437903,1.042103,-0.184567,-0.535686,0.592106,-0.896958,0.904682,-0.008294,0.561598,0.642238,1.188197,-0.276101,0.978666,0.365761,0.163235
-1.461902,-0.116032,0.046945,-0.134324,-0.014862,1.040254,0.361636,0.478946,-1.177596,0.239522,0.17147,-0.512984,0.575656,0.506104,0.381694,-0.18918,0.323034,-0.143175,-0.014557,-0.102196
0.006089,-1.444432,0.395348,-0.456055,0.894132,0.838407,1.551092,0.465475,0.127171,0.122708,0.435989,0.068466,0.364228,0.805421,-0.153898,-1.294793,0.916285,0.394419,-0.739419,0.495356
-1.189142,-0.697864,-0.319202,-0.066229,-0.466771,-0.379783,1.091894,0.34455,0.093104,-0.17755,-0.820842,0.312037,0.581562,0.138624,-0.631116,-0.543868,-0.591551,-0.240741,-0.554659,0.124314
1.140365,0.956859,-0.992587,-0.648754,0.754396,0.835002,-0.951993,0.730637,-0.908246,0.607794,1.139013,1.133568,-0.694053,-0.482197,1.292046,0.898167,-0.854012,1.567878,-1.349704,0.430124
0.499549,0.52791,0.55091,-0.056324,1.12732,0.778607,-0.226108,-0.711957,-0.614655,-0.829177,1.144197,0.7776,-0.59141,-0.971402,-0.330691,-0.481713,-0.022596,1.005364,0.353182,-0.437031
1.216512,-0.912318,-0.159038,-0.772863,-0.387808,-0.641873,-0.756722,0.908024,-0.254811,-0.019053,-1.504255,0.979334,-0.630971,-0.335205,1.171464,0.21113,-0.975807,0.077781,-0.535829,0.882847
-0.371058,-0.532526,-0.754371,0.332631,0.501224,0.332885,-1.369327,0.099984,1.302188,-0.403312,-0.180046,0.379837,0.908961,0.415118,0.796034,0.346878,0.366166,0.626756,-0.872072,0.376363
-0.707366,-0.337314,0.477044,-0.035279,0.114573,-0.330487,-0.65957,0.464256,-0.010479,-0.347526,-0.02827,-0.430103,-0.850416,-0.679663,-0.098562,-1.308625,1.115456,-1.043536,-0.006312,-0.890093
-0.839484,-0.297556,-0.263879,-0.126032,-0.080171,-0.52689,1.085537,-0.823113,0.112672,-0.966838,0.183142,-1.167611,-0.138186,1.222084,-0.991432,-0.617678,-0.087246,-0.104165,0.381761,-0.157005
-1.444872,0.04933,1.390246,-0.653241,-1.291462,0.107819,0.321151,0.249842,0.617704,0.805795,-1.212094,-0.286898,-0.446293,0.504261,-0.330692,-0.368054,0.713375,0.068962,-0.179762,0.024864
-1.190423,0.222301,0.714874,-0.704371,0.492913,-0.699183,0.05195,-0.880121,1.4147,-0.247418,0.473878,-0.054643,-0.473374,0.48221,0.560227,0.288959,-1.429254,-0.358416,1.323451,0.300465
-0.303214,0.56669,0.436925,-1.15095,0.967544,-1.13376,-1.268441,-0.724754,-0.770486,0.72222,0.647362,0.333424,-0.053827,-0.716377,0.08399,-0.931309,-0.787652,0.744794,0.744853,0.82406
0.72322,-0.751868,-0.451674,-0.03215,0.041506,0.225467,-0.63783,1.406552,-0.24583,-0.251454,-0.183592,0.524031,-0.198799,-0.359658,-0.823476,0.268951,-1.810172,0.270575,1.563917,-0.831001
-0.287774,-0.773544,0.370879,-0.746294,-0.586074,-0.15871,0.093403,0.696145,0.508141,-0.528889,-1.18742,-1.010675,-0.916175,-0.808917,-0.629731,-0.139181,0.597509,-0.949741,0.478692,-0.268389
1.154254,-1.143216,0.056927,0.578064,-0.280056,0.314263,0.341165,0.463933,-0.601214,-0.419861,-0.471924,0.703884,0.791499,-1.070806,0.882035,0.240635,-0.524355,0.047762,0.197414,-1.151111
1.922069,-0.588519,-0.972543,0.573365,-0.029733,0.969976,-0.446238,0.615455,-0.59105,0.13298,-0.45904,1.496911,-0.405215,-0.510026,1.137506,-0.115966,-0.91781,0.776084,-1.311753,-0.049606
-0.504566,0.7188,0.826079,-0.951862,0.258177,-0.939092,1.162012,-0.247478,-0.528654,-0.432577,0.165659,-1.205568,0.220388,-0.682596,-0.772068,-0.542076,0.433392,-0.256553,0.454351,-1.261645
-1.418667,-0.809387,-1.003678,-0.349146,-0.98771,-0.721587,0.88756,0.250624,-1.161828,0.522109,-1.148043,-0.495453,-0.379746,-0.565835,-1.174818,0.859816,-0.630805,-0.53767,-1.131954,-1.462954
1.28053,0.165581,0.361123,-0.015721,-0.990215,0.296339,-0.260582,-0.503071,1.112189,-0.042055,-0.14976,1.101384,0.337161,-0.627759,0.807495,-0.39456,-0.882376,0.28477,-0.31317,0.201873
-1.399693,-0.63327,0.406868,0.056609,-1.079751,-0.037837,0.860592,-0.156247,0.657164,-0.187824,-0.717588,-0.85935,-0.844473,0.564216,-0.50599,-0.992686,-0.513101,-0.707573,0.454361,0.038239
-0.739363,0.72269,0.206288,-0.093679,-0.737714,0.577595,0.654148,-0.664879,-0.344857,-0.253177,-1.036226,0.376226,0.747696,-0.334171,0.417595,1.126094,-0.084858,-0.397165,0.85249,-0.289554
1.952633,0.123825,-0.852409,0.447993,0.352382,0.005868,0.69619,1.270995,0.250207,-0.129453,0.979468,1.239621,0.086474,-0.389769,0.444173,0.218901,-1.06849,0.600191,-0.903439,0.486094
-0.373306,-1.063349,-0.220005,-0.733536,-1.173341,0.066091,-0.418465,1.121498,-0.429007,0.889074,-0.865914,-0.243617,0.34812,0.923599,0.880756,-0.128819,-0.685291,-0.904408,0.268746,-0.543516
0.534578,-0.709028,-0.578576,0.011256,0.936664,0.251048,0.581342,0.522354,-0.898157,0.297108,0.149176,1.544856,0.238483,-0.05788,-1.255455,0.942557,-0.540744,0.387576,-0.467427,0.544382
-0.671941,-0.460201,0.266103,-0.468107,-0.317862,-0.053567,0.552697,-0.344672,0.055281,-0.135402,-1.268173,-0.985472,-0.643521,-0.160646,-0.525672,-0.567129,0.250947,-0.801387,-0.728311,-0.732802
-0.555954,-0.345339,-1.243293,0.284214,0.560458,0.745242,-0.530121,0.365736,1.157434,0.455257,-0.421907,0.363599,1.017426,-0.575648,0.421904,0.205438,-1.007666,0.101744,-0.778317,0.538009
-0.054383,-1.244397,0.932678,0.539392,-0.218182,-0.422992,1.070534,-0.18352,-0.839247,-0.045844,-0.774298,0.458146,-0.77886,-0.225714,0.708318,-0.518505,1.049293,-0.845502,-1.244698,-0.563137
0.861054,-0.296738,0.516364,-0.440674,0.436045,0.099792,-0.792771,-0.777361,-0.152022,0.378913,-0.179333,0.857317,0.386598,-1.353464,-0.464831,-1.493592,-0.072441,0.618881,-0.303365,-0.080601
-2.472741,-0.086072,0.885079,0.764907,-0.829657,-1.243542,-0.939185,-0.675933,0.50863,-0.462933,-0.617155,-0.837723,-0.883323,0.404064,-0.62032,-0.672591,-0.905243,-1.575699,0.393993,-1.261029
1.261009,0.732362,0.687789,-0.161697,0.98477,-0.452071,-1.457832,-0.200691,0.107103,0.811181,-0.193427,0.375145,-0.881223,-0.352146,0.798547,0.186538,1.11868,0.539933,-0.711477,-0.921332
0.259225,-0.732389,-0.377569,0.731815,-1.089715,0.690495,1.387686,-0.111768,0.070281,-0.39031,-0.823306,-0.261811,1.042036,-0.518535,-0.964183,0.496942,-0.200077,0.564399,0.347743,-0.628016
-0.594831,-0.466761,-0.354242,0.554382,-0.828312,0.605973,-1.070233,0.61853,-0.755347,-0.445021,1.219764,-0.575337,0.803895,1.06226,-0.283971,-0.855863,0.631589,-0.641931,0.228915,-1.065362
-0.880265,0.52872,-0.089357,0.262223,0.717511,0.480064,-0.296053,-0.361508,-0.642171,0.342726,1.04395,0.547527,0.036452,-0.127144,-0.25221,-0.882049,-0.761035,0.18706,-0.454088,0.268604
0.310466,-1.707161,-0.79347,-1.184113,-0.033907,1.32532,0.3364,0.459061,1.250725,0.608994,0.606832,0.347648,-0.061667,0.309497,0.184498,-0.25469,-1.085185,0.681235,-0.25534,0.728741
-0.473417,-0.997627,-0.396922,0.635601,0.021073,-1.014612,0.457093,0.374997,-0.610699,0.629747,0.67361,-0.098337,0.149963,-0.000931,0.056215,0.166555,-0.68408,-1.444057,-0.137368,-0.385126
-0.393276,-1.219917,-0.681765,-0.460792,0.231272,0.876678,1.003686,0.674186,-0.414231,0.760904,-1.30315,-0.61544,0.84549,-0.028767,0.052093,-0.101534,-0.140902,0.731638,0.567094,-0.529922
1.324363,1.247986,-0.708928,-0.657982,0.132851,1.194422,-0.358679,-0.106279,0.155546,1.042637,0.439229,1.096015,0.324467,1.036323,1.227623,1.535889,0.328692,1.014369,-0.764721,0.056679
0.576228,0.532973,-0.479937,0.215553,0.165856,0.323232,-0.957259,0.491691,-0.800595,0.202635,0.274455,0.861801,-0.917677,-0.274161,1.16992,-0.067415,-0.151157,0.434404,-1.217678,0.657433
-1.175625,0.482242,-0.074765,0.693202,0.057025,1.083894,-1.155603,0.680308,-0.932794,-1.82982,0.972155,-0.256661,-0.874984,0.784055,1.000784,0.999751,0.028084,0.730262,-1.083948,0.636097
-1.632366,0.092443,-0.275501,0.95588,-0.039219,0.494074,-0.395181,0.064805,-1.205508,-0.791398,0.049998,-0.412979,1.161836,0.131307,-0.339371,0.427405,-0.603161,-0.742531,0.272697,0.1522
0.436686,-0.842837,0.637616,-0.754095,-0.178447,1.317846,-0.848356,-0.08041,0.253384,0.571472,-0.698568,0.162706,-0.139419,-0.334263,0.39368,-0.263481,-0.244965,0.320709,-0.63829,0.651611
0.260046,-1.249803,0.613429,-0.924954,1.01704,-0.133624,0.315898,0.212457,-0.559125,1.303776,1.110757,-1.120414,0.793677,0.961273,-0.819185,-1.202085,-1.017724,-1.004194,1.45667,0.348827
-0.253035,0.524168,-0.630028,0.74818,-0.421737,1.07604,-0.000286,-0.285725,-0.573012,-0.432601,1.433094,-0.462348,0.919692,0.437751,-0.903719,0.219798,0.142954,-0.939477,-0.37544,-0.895849
2.289989,-0.77929,0.685774,0.655334,0.691739,-0.848261,-0.204299,0.018672,0.710261,-0.618487,0.308607,0.256423,0.12815,0.22681,-0.697219,1.063182,-1.262893,0.221091,0.056266,1.282544
0.6286,-1.021055,0.915269,0.532825,0.597022,-0.16875,0.041505,0.683296,0.061527,0.378203,-0.652701,0.556998,0.974495,1.043558,-0.524617,0.072142,-0.509168,-0.602646,0.238837,0.026059
-1.152158,0.811279,0.224887,0.860451,0.977405,-0.310074,-0.887956,-1.88348,0.761657,-0.328766,1.355603,-0.328417,-0.499903,1.221372,-0.040178,-1.052798,0.546892,0.153731,-0.324298,1.144127
-0.537035,-0.248544,0.426642,-0.76707,0.566425,0.125251,1.268687,0.364159,0.331406,-0.2146,1.270455,-0.812722,-0.742317,0.775657,0.297315,-1.302065,0.166939,-0.600153,0.775791,0.06927
0.097453,-0.845626,-0.640743,0.356661,-0.646819,-1.076762,-0.347013,0.728095,-0.350153,0.167444,-0.432274,0.457061,-0.940479,0.605985,-0.407537,0.5007,0.065882,-0.577992,-1.348434,-0.018108
-0.24762,-0.139757,-0.437558,-0.222907,-0.039696,-1.079259,1.224063,-0.634839,-0.303359,0.538327,-0.847033,0.009383,-0.829594,0.099573,-0.595026,1.116095,-0.285998,-0.33493,0.328571,0.420207
-0.042228,1.805598,-0.046337,-0.665871,-0.907828,1.179781,0.615942,-1.255497,-0.780049,0.227891,-1.21275,-1.256737,-0.249469,0.886103,-1.124831,-0.491603,0.929663,0.189315,0.143252,0.066391
0.20528,-0.793996,-0.787887,-0.099816,-0.889716,0.409315,1.067071,0.437954,0.825951,0.38889,-0.918479,0.629418,0.19999,-0.077304,-0.599835,0.913887,-0.491887,0.462956,0.186087,-0.69559
-0.191404,0.223259,0.36232,0.408247,0.568016,-0.62257,0.444136,-0.698589,0.355757,-0.427337,0.922224,-0.140463,-0.052784,0.651557,0.640756,-0.006897,0.547693,0.679173,-0.024955,0.21207
-0.317443,0.320379,0.280664,0.338103,0.645225,0.001827,0.084859,1.077111,0.125234,-0.329244,-0.178841,-0.127526,-1.049834,-0.284195,0.558807,0.254403,0.574516,0.444848,0.979078,-0.027057
0.432919,0.428389,0.715876,0.351063,-0.096395,0.192822,-0.179342,-0.182867,-0.228455,0.729143,-0.286024,1.13722,1.59652,0.407467,0.936438,0.469473,-0.802869,0.354612,-0.940791,0.385619
0.081986,-0.291955,0.015999,1.064652,-0.129771,-0.462729,-0.192454,0.278569,-0.92011,-0.864881,-1.01317,0.356738,-0.461717,0.55231,0.063218,0.92086,-1.050262,0.771163,-0.270471,0.408681
-0.681558,0.588207,1.22244,-0.867051,-0.38145,0.053161,0.087117,-0.32939,-0.121454,0.298433,-0.917477,0.216718,0.986918,0.248,1.102754,0.067944,0.389558,-0.69673,0.262035,0.315776
1.084064,-1.613626,-0.142631,0.839134,0.139926,0.608123,-0.449851,-0.313478,0.715323,-0.059314,0.614734,0.240208,0.746506,0.64879,0.527446,0.1961,0.571696,0.072751,-0.525808,-0.279996
0.594792,0.753808,-1.019928,-1.155887,-0.560834,0.548322,0.384515,-0.256315,1.547845,1.487045,-0.890337,0.207011,-0.237076,-0.633171,-0.091604,-0.179003,0.432019,0.955771,-0.183555,-0.23467
0.131375,0.89627,-0.524742,-1.236842,0.081759,0.005591,0.189287,-0.316731,0.138458,0.908366,-0.72578,0.728144,1.15476,-0.171139,-0.785776,1.007347,0.258756,0.881671,-0.733666,-0.216667
-0.398303,0.957443,-0.019501,-0.211449,0.433099,-0.443708,-0.697192,-0.244046,0.646054,0.745624,0.715564,-0.773493,0.907199,-0.551218,-0.661661,0.788398,0.862316,-0.762926,-0.455603,-0.451402
-0.560846,-0.774566,1.049027,-0.330418,-0.332401,-0.969918,-0.368008,0.018171,0.4172,0.651561,-0.837668,-0.721688,1.397893,-0.019926,0.200327,-1.001449,-0.416471,-0.777512,0.657526,0.953383
-0.832117,0.464536,0.046158,0.501056,0.40739,-0.601089,-0.325173,-0.15744,-0.817475,0.475441,1.300215,-0.301452,-0.624568,0.091395,-0.488658,-0.499659,0.210744,-0.38492,0.483081,-0.600123
-0.230437,0.011128,-0.432711,-0.727163,0.016768,-1.072977,0.993901,-0.422871,-0.357745,-0.464464,1.067437,-0.003204,-1.308209,-1.000633,0.052556,0.64283,0.115813,-0.262969,0.531961,0.046621
